Data1,Data2,Data3,Data4,Data5
1231.56594055357,1234.17990405350,1234.00321095204,1234.00012970050,1234.00010522489
1233.17795367737,1234.12380010951,1233.99947671216,1233.99967647563,1233.99991284425
1234.12629107460,1234.00137404883,1234.03317804534,1233.99908162359,1233.99998097736
1233.63728646222,1233.88347212088,1234.01017582616,1234.00036159965,1233.99998234093
1235.00421371614,1233.85892914476,1234.01704861453,1233.99865437106,1233.99994888671
1234.81078713606,1234.14076839265,1233.99761935124,1234.00059368879,1233.99998361517
1231.27298723926,1234.05210463043,1233.98669790860,1234.00130588935,1233.99995214947
1234.00219900203,1234.06432814531,1234.01217848974,1233.99887538302,1234.00014547444
1235.42945422458,1234.01202607459,1233.99634856993,1233.99806724242,1233.99993571492
1234.14508061650,1234.08148043075,1234.00353482518,1233.99874026004,1234.00008856902
1235.13883965603,1234.11325939410,1233.99226091477,1233.99986457269,1233.99994764285
1234.21190247648,1234.05354421729,1233.99125793251,1233.99768891355,1233.99999156042
1234.37562149143,1233.81675219469,1233.99746103209,1233.99883950170,1234.00007796754
1233.31699673529,1234.11532963242,1234.00046336632,1233.99958490096,1233.99999936257
1234.10680397444,1233.96484688951,1233.98218283736,1233.99995246009,1233.99991111535
1235.29614190646,1234.11551497595,1234.00219131166,1234.00089406969,1234.00010731009
1233.22981086582,1234.12064442454,1233.99179005291,1233.99889740644,1234.00005915218
1233.47437418494,1234.09022811333,1234.01937665470,1233.99872301069,1234.00012308084
1234.57764862644,1234.00407951806,1233.98322955137,1233.99895835645,1233.99977391057
1231.25273476474,1234.01944215388,1234.01210342391,1233.99946054596,1234.00000697373
1232.95177316992,1233.94099099106,1233.99736541246,1234.00102465694,1233.99993910276
1234.55396786313,1234.09144011717,1234.01239624824,1233.99864840705,1233.99994206318
1232.68930585850,1234.02993324254,1233.99838289499,1233.99836123969,1234.00007307096
1231.66373491648,1233.93657389635,1233.98744508547,1233.99893779977,1233.99994512021
1234.49057694774,1233.96578747712,1234.01837208681,1233.99995717971,1233.99995630391
1236.54874605321,1234.08376821003,1234.00098052146,1233.99950115355,1233.99999611974
1233.61292792414,1234.02821478020,1234.01380070981,1234.00083687096,1234.00010479156
1234.03580018906,1233.90885030747,1233.99217090219,1233.99897623317,1234.00004891161
1233.66329012684,1234.11052380497,1233.98349320453,1234.00130434219,1234.00013583211
1233.96972261282,1233.99528120678,1234.00063303665,1233.99793008739,1233.99997626879
1233.46383158177,1234.08602284506,1233.99902899200,1233.99996201383,1233.99998039004
1234.55484656834,1234.25576514480,1233.99612148783,1234.00186795343,1234.00015024697
1236.61544888573,1234.08396405983,1234.00946968754,1234.00119696404,1234.00001394763
1231.67935316040,1234.08523311352,1234.00304295202,1233.99967024964,1234.00026219942
1234.92972887855,1234.03904605804,1234.00146341407,1233.99908605528,1233.99984171959
1235.12125349499,1233.97989044446,1234.01290365720,1234.00042158522,1234.00001301240
1234.57577725036,1233.97241501511,1234.00891768083,1233.99844361430,1233.99999272071
1232.73656430862,1234.05368948595,1234.00287115162,1233.99959881889,1233.99998080506
1233.06767351982,1233.84281536569,1233.98978358595,1234.00011252178,1234.00002440426
1233.33159290910,1233.97181453618,1233.99352622054,1233.99861766182,1234.00002471202
1234.62231071211,1233.92415639407,1233.99485973031,1234.00029502543,1234.00008079238
1233.02934686971,1233.97321202166,1233.99907140954,1233.99992499204,1234.00001871481
1234.47457930214,1234.12080846025,1233.99285887003,1233.99953028861,1233.99995343642
1232.32188033841,1234.12363498416,1233.99666605990,1233.99960835663,1233.99998494268
1234.47776085412,1234.20965449241,1234.02182505116,1234.00024454378,1233.99993296125
1233.01091135649,1234.08483796173,1233.99408562740,1233.99876146212,1233.99996266653
1234.63447282933,1233.91436168239,1233.98758719246,1233.99856112888,1234.00009645971
1234.54952113186,1233.83316135179,1233.99250541625,1233.99937529686,1233.99997768525
1232.75818109464,1233.98458444148,1234.00045560973,1233.99854341643,1233.99984873359
1234.79496094628,1233.89369617376,1233.98986839845,1233.99908875222,1233.99993244457
1233.07429358093,1233.98888197746,1234.01095935244,1234.00107711639,1233.99994486079
1235.94551847624,1234.01215992778,1234.01123797844,1234.00068813769,1234.00008367491
1233.55914122060,1233.91964879521,1234.00537577132,1233.99986163261,1234.00003038256
1234.04086609096,1234.10201164536,1233.99782644422,1234.00163958803,1233.99987206691
1234.82281282479,1233.95112401965,1233.98939378470,1234.00089936089,1234.00008143585
1233.56730051592,1233.87448235945,1234.00408647029,1234.00030498989,1234.00022768300
1233.78920986140,1234.12244760888,1234.00187859845,1233.99952693087,1234.00006622803
1232.38544559698,1234.00665020562,1233.99074768911,1234.00023145855,1233.99976843480
1234.97642471037,1234.12493723691,1233.98822037786,1234.00003131607,1234.00008771964
1234.24190471454,1234.14440660034,1233.99035411543,1234.00135624741,1233.99990855043
1236.66788001938,1234.00499726661,1233.99330674661,1234.00012353797,1234.00000688951
1235.48454349058,1234.02538817082,1233.99816696372,1233.99977709734,1234.00013586325
1232.07406762741,1234.04025468302,1233.99980370605,1233.99952097145,1233.99997244250
1233.88140173864,1233.92162637877,1233.99411342740,1234.00010586708,1233.99996891175
1234.83637589714,1234.07187481298,1233.99464600925,1233.99947514605,1233.99999995361
1235.17923449893,1233.92998394494,1233.98542769625,1233.99981043102,1233.99991657049
1232.73055998560,1234.08711461090,1233.99382096323,1234.00042045933,1233.99997023963
1234.29643525448,1233.90965919100,1234.00080594537,1234.00078703010,1233.99997585161
1234.57342360030,1234.11914371752,1234.00271998819,1234.00143556352,1233.99966002960
1234.09180915091,1233.98669450095,1233.98656780216,1234.00054305778,1233.99994505516
1233.88615384469,1233.87060726234,1233.98511741882,1234.00090191958,1234.00005653497
1235.13358369476,1233.93792197879,1234.01491693498,1233.99874144368,1234.00008877323
1232.57477038637,1234.15327033393,1233.99526329299,1233.99981654620,1233.99999913253
1233.73465389252,1234.01294798217,1234.00579671078,1233.99926122648,1233.99988178446
1232.74402615093,1234.14895315932,1234.00003016270,1233.99847722436,1233.99994626027
1233.47579919217,1233.95165691708,1234.01006571753,1234.00135670446,1234.00023568592
1233.79124525547,1234.04448013491,1234.01537311188,1234.00084610974,1233.99997842114
1234.33318388055,1233.84558698513,1233.99741473039,1234.00090986538,1233.99992271092
1234.66490734519,1234.05813030790,1233.99026800193,1233.99978303459,1233.99993059357
1234.73874929498,1234.06677641390,1233.99915900778,1234.00153977525,1234.00007473764
1235.25066773883,1234.08061955043,1234.01849228358,1234.00020451151,1234.00003981244
1233.17119460134,1234.04592502748,1234.01478681261,1233.99952409865,1234.00002717774
1233.88653336405,1234.17011995444,1233.98845881308,1234.00067438842,1233.99995789462
1235.89067027655,1234.02262518772,1233.98350426799,1234.00170191064,1234.00004483506
1233.46389222590,1234.20055224646,1233.98617349379,1234.00231283695,1233.99977688787
1234.21588069001,1233.98404069157,1234.00314362162,1233.99987666524,1234.00013598212
1234.23770807940,1234.10337588360,1233.99930827423,1234.00031344389,1233.99995212549
1235.19083306920,1234.16666733272,1234.00230302397,1234.00001326407,1233.99997781677
1233.39700744219,1233.90783298240,1233.98584855264,1234.00142397188,1234.00000727875
1233.47149016905,1234.06582449100,1233.99255112533,1233.99906739000,1234.00000648175
1232.81382127130,1234.07466815023,1234.01494556672,1234.00074227382,1234.00000193324
1234.34053521433,1233.96827434090,1233.98684606427,1233.99831591751,1233.99991614510
1235.87718631099,1234.00196519450,1233.99319810125,1233.99921303486,1234.00009539049
1233.09987473150,1234.05115443134,1233.99360962537,1233.99852314589,1233.99994045628
1233.03157002971,1234.14570233888,1234.00709231639,1233.99970160961,1234.00011031462
1233.77664549948,1234.16286880742,1234.02040007835,1233.99999974601,1233.99994947581
1233.38914182141,1234.02877606728,1233.99776900528,1233.99995142250,1233.99993891169
1234.50691441047,1234.07536444514,1233.99620336318,1233.99943966807,1234.00014606330
1233.98386274753,1233.93736133663,1233.97703724071,1234.00024685050,1234.00001082858
1234.24264895628,1234.01019589834,1233.99971795252,1233.99998794303,1233.99984108969
1233.23503827372,1234.04248456090,1233.99072628176,1234.00117872495,1234.00003786319
1234.65702272510,1233.98887448235,1233.98615016613,1233.99937444867,1234.00006070228
1233.27359209010,1233.96843729093,1233.99106192659,1234.00019813749,1233.99995678155
1233.73933339740,1233.92637602255,1234.02442499786,1233.99959913481,1234.00010327484
1235.66396433189,1233.97259136217,1234.02089982655,1234.00091631700,1234.00002204162
1232.67626435880,1234.17118338723,1234.01017119827,1234.00084016080,1234.00005173800
1233.85107488187,1234.08170856981,1233.99860082863,1234.00157416130,1233.99991851248
1234.45022663025,1234.14584213296,1233.99231579798,1233.99889828986,1233.99992403598
1233.58137815788,1234.00811903560,1233.99330387179,1234.00054847572,1233.99977652644
1233.52812516300,1233.86873062175,1233.99859546741,1234.00020813642,1233.99993067976
1232.61147898093,1233.91636302981,1234.00980264006,1233.99925323666,1234.00008261564
1234.46221403089,1234.15090183224,1233.99908806449,1233.99950217917,1234.00006732241
1234.09008015581,1233.96478313230,1233.99927919384,1233.99993184882,1234.00016038093
1231.86968955152,1234.13373396916,1233.99606195582,1233.99995052494,1233.99997307046
1234.44444121086,1233.85070628852,1233.99065861941,1233.99920794715,1233.99998510635
1233.11441511907,1233.98293301537,1234.00400354226,1233.99947754181,1234.00014056086
1234.21465878969,1233.91381966609,1234.03131669422,1233.99970640684,1234.00010342123
1233.67212226342,1233.92290706176,1233.99583724414,1233.99948303530,1233.99992424833
1235.07986790040,1234.20360804317,1234.00540952517,1234.00090580384,1233.99981820680
1233.17641798594,1234.01021824079,1233.99310168930,1233.99948358445,1234.00007886922
1233.05936789415,1234.04671549375,1234.01704170209,1234.00154985030,1234.00005128803
1233.87822306382,1234.09045045295,1233.99907123812,1233.99959649122,1234.00003425686
1235.19022832951,1234.03855505945,1234.00192192852,1234.00109304462,1233.99990018220
1234.20888135960,1234.19351587217,1233.99271113510,1233.99955948399,1234.00006759549
1232.88301618173,1233.96763743535,1233.99752409173,1233.99950641930,1234.00013495457
1234.08611923748,1234.12625093917,1234.01242666924,1234.00072408575,1233.99997746511
1233.36671123810,1234.12871687542,1233.99808385667,1234.00059548211,1234.00007371213
1232.27434563093,1234.05932827109,1234.01100859869,1233.99938616806,1234.00004706078
1232.84137066255,1233.89196140066,1234.00990352832,1233.99800665658,1233.99991499414
1234.07942646427,1234.08062804683,1234.01138760268,1233.99921245400,1233.99989940987
1233.10229587008,1234.16855397943,1234.00758331230,1233.99902153419,1233.99991293275
1234.36189079057,1234.12270574593,1234.02718436326,1234.00079468573,1234.00023242753
1235.28277530893,1234.22120248343,1234.00144768021,1234.00165115765,1234.00008068179
1234.03448558398,1233.91491176554,1233.99442543322,1233.99991139684,1234.00005541912
1232.14631702030,1233.95162733758,1234.00903216261,1233.99966875269,1233.99984360214
1234.89932281309,1234.05133262280,1234.00316060481,1233.99866302788,1234.00009112085
1233.63227272350,1233.91704418049,1233.99903582481,1234.00150839034,1234.00012893886
1233.10050475946,1234.12998506035,1233.99626241314,1234.00052510958,1233.99996139468
1233.96313461901,1233.92838796386,1234.03034381548,1233.99933011636,1234.00011596031
1233.98081141316,1233.77786027275,1233.99937280647,1233.99957667907,1233.99998364448
1233.92751830600,1233.95847123315,1233.98878157137,1233.99918303149,1233.99995124651
1234.89607505154,1234.07608332568,1233.98567880330,1233.99833985378,1234.00000059933
1233.14081487048,1233.93576550816,1234.00299582162,1234.00004046076,1234.00004286210
1233.71034736816,1233.92418493672,1234.00838762393,1234.00040899644,1234.00003958047
1234.74811831897,1234.04683892493,1233.99849047495,1234.00133917642,1233.99969103301
1234.45436586477,1233.94448149252,1233.98826578254,1234.00056043438,1233.99981768218
1232.57179590870,1233.95476392355,1234.00683308330,1233.99972573398,1233.99986645856
1232.69546063249,1233.88909451042,1234.00350492213,1234.00096708100,1234.00011032755
1233.69397741426,1233.96491866819,1234.01545932931,1234.00019572482,1233.99994552888
1233.94232163595,1234.07075656917,1234.01949388064,1233.99963986084,1233.99995680730
1233.81015156016,1234.29187629168,1233.99564836917,1233.99934133022,1234.00005004432
1233.91908926643,1233.86586185544,1233.99287661391,1234.00055667886,1234.00003936810
1233.04722714868,1234.09186148170,1234.01764236631,1234.00178869598,1234.00015640552
1233.53222390489,1233.96341887601,1233.99590544422,1234.00095805319,1233.99995891451
1234.49347428636,1233.97847215935,1233.99316259678,1234.00021178367,1233.99986860455
1234.45750079778,1234.06997085074,1234.00974566785,1233.99960807004,1234.00005525784
1234.11338912338,1233.84016423854,1233.99021778674,1234.00054740281,1233.99999498492
1233.29692497687,1234.11128472593,1233.98645310332,1233.99941896894,1233.99977524165
1233.31173843008,1233.87446084500,1233.99077350256,1233.99995958725,1234.00003135929
1233.79595397398,1233.95547318123,1234.01107568617,1233.99932391274,1234.00006851003
1233.68008627434,1234.11372212367,1233.98589157108,1233.99958123920,1234.00005334050
1234.42174113728,1234.17814986055,1234.00011301029,1234.00048574889,1234.00003927759
1232.44686521026,1234.06544036422,1233.99768848534,1233.99834110139,1234.00024596803
1235.51589455740,1233.95252962101,1234.01479831683,1234.00065403409,1234.00008414712
1234.09628248068,1234.04470514544,1233.98721680947,1233.99777563556,1233.99994156005
1232.66697781036,1234.02452308578,1233.99254216489,1233.99999903788,1233.99992935066
1234.71717915368,1234.10009179101,1234.01368266780,1234.00114790505,1234.00000281310
1233.88990134150,1233.83366045898,1234.00698373781,1233.99988663808,1234.00005168886
1235.65723441434,1234.17503239075,1233.99233264138,1234.00137699780,1234.00014908721
1235.15089940698,1234.00803000328,1234.00770607369,1234.00196828092,1234.00005235836
1235.75832260313,1234.02399993579,1233.98209423780,1234.00036620011,1234.00003385237
1234.63696274357,1233.99442982759,1234.00399969035,1233.99922508859,1233.99998917827
1233.92607250114,1233.86551738981,1234.01306075005,1234.00086158611,1234.00019964265
1233.54134013306,1234.04227553150,1233.98671100507,1233.99848548928,1234.00017722903
1234.39259925415,1234.06194752173,1233.99989931033,1233.99891346374,1234.00010286425
1233.37834077921,1233.90813603446,1233.97917342004,1233.99956978549,1234.00011294860
1234.28646407250,1234.11677360470,1233.99801549924,1233.99996385370,1234.00016001314
1234.48410679470,1233.86910366484,1233.99754768352,1233.99958616533,1233.99993563639
1235.14077697169,1233.94449265196,1233.98802841600,1233.99914166971,1233.99980103614
1234.39986324525,1233.79839233895,1234.00057057229,1234.00067509645,1233.99991724274
1234.16823176135,1233.96079392606,1234.02117585885,1233.99765089275,1234.00009789915
1233.41723590399,1233.92895085519,1233.99843058225,1234.00116294369,1234.00009488341
1232.92485375814,1233.92011197825,1233.98941115122,1234.00083332579,1233.99999444641
1234.09402261365,1233.78786325766,1233.99166269513,1233.99918442283,1234.00008058115
1231.28452248156,1234.01513628877,1233.99767271760,1233.99795581481,1234.00009769827
1236.16995316691,1234.03079799563,1233.98240951922,1234.00028889603,1234.00007920428
1234.31773083468,1234.09839330491,1234.00539767245,1233.99907478100,1233.99996524377
1235.54217662923,1234.03710014056,1233.99556876299,1233.99884054112,1234.00006769259
1233.26872241654,1233.97580220037,1233.99988457064,1234.00144826295,1233.99995162458
1234.25043507640,1234.07877625067,1234.00830416316,1234.00255032378,1234.00005462074
1235.49814305465,1234.01813568728,1233.99489600974,1233.99940846902,1234.00009669800
1236.07780373823,1234.08858260010,1233.99387099506,1234.00000899048,1234.00018047718
1234.18467584929,1234.16059142112,1234.00492242599,1234.00055656759,1233.99994246571
1233.89364185701,1234.18340659410,1234.00089237060,1234.00077217630,1233.99983070419
1234.50404818173,1233.89752278506,1233.99630065696,1233.99900013063,1234.00009598153
1234.65283319447,1233.89541891123,1233.99377890902,1233.99875982363,1233.99990294223
1234.75221959009,1233.89359404395,1234.00556013584,1234.00239857674,1234.00008179043
1235.80389931289,1233.99724445982,1233.98878781934,1234.00091055160,1234.00006857607
1235.08945484038,1234.04278230442,1234.00020083935,1234.00008844270,1234.00007638168
1233.34003252971,1233.88557502334,1233.99358342213,1233.99965711028,1233.99982882069
1235.35174364404,1234.11488471659,1234.00622049374,1233.99872501497,1234.00000205532
1234.62351081898,1233.89824910413,1233.99912998862,1233.99873221049,1233.99994472825
1235.82189140438,1233.99080441707,1234.00138337787,1233.99996859921,1234.00007022540
1234.62660237666,1234.05994386010,1234.00573331600,1233.99985172426,1234.00010718286
1234.24041768260,1234.01201718907,1234.00466512740,1234.00007489471,1233.99989873940
1233.42208173031,1234.12283479198,1234.00304501646,1234.00115180181,1234.00012757664
1234.85805456511,1234.12395927366,1233.99886100452,1234.00024782404,1234.00003405323
1233.54626485581,1233.95613756684,1234.00672064482,1233.99928394955,1233.99996854984
1233.32463641518,1233.96073231010,1233.99423214221,1234.00207023272,1233.99996883843
1232.41170456628,1234.01510265185,1233.98458311293,1233.99907585648,1234.00002599192
1235.37310761136,1233.86499509799,1234.01890624755,1233.99863238640,1233.99978962562
1233.80676311567,1233.98481615455,1234.00437229308,1233.99999228059,1233.99992613818
1233.97121035549,1234.19959429255,1233.99449148091,1234.00094245214,1233.99997066247
1234.46391135054,1233.95694307969,1234.00731621175,1233.99927670604,1234.00008268337
1235.68476481762,1234.20664089825,1233.99785012040,1234.00180211418,1234.00006753370
1233.22329766604,1234.04555264836,1234.00926084225,1234.00223999539,1233.99991459622
1232.77221908626,1233.93970073578,1234.00320898057,1233.99949434031,1233.99983831574
1233.64098883487,1233.84664381632,1233.99336331896,1233.99847744573,1234.00013224123
1234.51186690975,1234.02923878488,1233.99452790233,1234.00113188620,1233.99993591675
1234.42186083923,1233.94072565202,1234.00016420369,1234.00040820701,1234.00002823917
1232.40026943215,1233.94579071211,1233.99332661160,1234.00039068113,1233.99989344671
1234.09564996735,1233.99199534137,1234.01348581090,1234.00042090368,1234.00000953670
1235.27508035097,1234.12835496925,1234.01088784735,1234.00077733867,1234.00015820267
1232.73171851674,1233.95480321279,1234.00842502130,1234.00008843290,1234.00002462779
1235.73537088422,1233.96964939185,1233.99995200325,1234.00087620451,1233.99987868360
1234.36431354179,1233.93010423536,1233.98644021402,1233.99980887646,1233.99996636802
1232.62773907675,1234.00724741385,1234.00563851980,1234.00282397782,1233.99995792716
1233.91888595416,1234.06065444333,1234.01400121793,1233.99787967428,1234.00009489267
1233.42681069137,1234.06725058881,1234.00115240647,1234.00144329402,1233.99996845394
1233.69154336402,1234.04476366105,1233.98718883238,1233.99992518025,1234.00003876119
1233.86327971131,1233.96762591753,1233.99987734086,1234.00053959159,1234.00000413718
1233.97287347368,1233.92200269061,1233.98689781186,1234.00022098098,1234.00011135298
1233.50807035474,1234.26096135094,1233.99759061471,1233.99953054164,1233.99990243590
1233.41120208652,1234.10446320146,1234.00256603603,1233.99942554400,1233.99996350424
1233.34372181196,1233.90344328889,1234.00153812358,1233.99977932368,1234.00003766943
1233.31760330447,1233.94525370527,1233.98765459705,1234.00112360889,1234.00000609122
1234.87211891948,1234.04389014341,1234.00092416022,1233.99973714395,1234.00010842581
1233.40630349840,1234.09165117629,1234.01303956689,1234.00091068980,1234.00011020263
1235.31543765322,1233.97040097176,1234.00197743763,1234.00063969172,1234.00021691880
1234.25859330134,1233.96608607775,1233.98688649696,1234.00042095872,1233.99994894575
1233.58989026905,1234.04784660824,1233.98779748006,1233.99817440372,1233.99985566921
1235.10041003448,1234.00322218550,1234.00556217722,1233.99970777420,1234.00009096943
1235.31803211275,1233.91165689660,1233.99022896934,1234.00017165181,1233.99999439882
1234.47527225690,1233.89452165719,1233.99618926802,1234.00016821731,1234.00006830036
1232.98000597103,1233.85174303855,1233.97250588979,1234.00162555736,1234.00014728156
1234.17656774201,1234.16959779085,1233.98716542761,1233.99982108002,1234.00002564983
1234.41073575219,1234.14952224254,1234.00287361781,1234.00076614468,1233.99990195599
1235.94349380029,1233.97186614658,1233.99833788628,1233.99966555314,1234.00005225502
1232.02028577491,1233.87904691494,1233.99733239291,1234.00058480271,1233.99992319991
1236.53984252338,1234.06858183801,1234.01334643310,1234.00055342683,1233.99992213223
1234.86376011138,1233.97877933637,1234.01358203454,1234.00066407616,1233.99992067521
1235.16298491821,1233.92523325102,1233.99967631184,1233.99983173881,1234.00012354052
1232.74535462002,1233.97484022586,1233.99482289414,1234.00158096914,1233.99993576872
1234.57993664806,1234.04647788997,1234.00059047435,1233.99840966895,1233.99991740277
1234.23266000294,1233.89738553513,1234.01523002118,1234.00019966814,1234.00010403068
1235.58613281065,1234.00085340317,1233.99752977335,1234.00012864282,1234.00006329383
1232.81477494392,1233.91860587593,1233.99614001252,1233.99981367703,1233.99987352741
1232.21999242652,1233.90201771819,1233.99410936777,1234.00076118199,1233.99997964923
1235.50856227882,1233.99555575543,1234.00591452660,1233.99890662804,1234.00009543253
1232.98108907724,1233.97689271326,1234.00317235936,1234.00088429265,1233.99994512288
1234.87582187030,1234.07661948508,1234.00663412181,1233.99988428186,1233.99993250036
1233.66305189901,1233.84334034225,1233.98989697473,1233.99850811116,1233.99981135495
1235.10388948930,1234.10602560012,1234.01034941097,1234.00054231300,1234.00030525006
1233.11401358670,1233.88677338967,1233.99819860088,1234.00080305473,1234.00001905255
1233.22829904286,1234.11011376595,1234.00986687756,1234.00163336885,1233.99987813849
1234.70331580918,1234.10307095513,1234.00433036189,1234.00056895104,1234.00001072791
1233.32419771947,1234.09634454783,1234.00302680500,1233.99951433796,1233.99998677401
1232.56054011739,1234.04144024841,1233.99602414138,1233.99936502458,1234.00003780588
1234.57981131178,1233.95649843163,1233.99116192517,1234.00052705731,1234.00000577250
1233.68517150996,1234.05180978450,1233.98767392117,1234.00012864558,1234.00014291373
1234.24563373980,1233.93117078595,1233.99321100815,1234.00085175116,1234.00010556469
1233.88372043943,1233.85735878052,1233.97745419235,1233.99969298291,1234.00011719749
1234.06948655123,1233.94277144281,1234.00407013296,1234.00021847787,1234.00002062666
1233.78182372532,1234.07619518892,1233.98966950487,1233.99919799749,1234.00018070129
1232.49147437740,1234.03519801731,1233.99470790982,1234.00029774930,1234.00013328478
1233.28391602729,1233.91048195395,1234.01240793139,1233.99875060655,1234.00007627557
1235.90722408494,1234.12087016197,1233.98519362323,1234.00003910732,1233.99993177301
1235.28081534143,1233.92898880987,1233.98952362279,1234.00050349375,1233.99995520857
1234.67234561780,1233.94120653064,1234.00166271804,1233.99993484649,1234.00002820049
1232.95144583788,1233.92293289784,1234.01663666581,1234.00079097064,1233.99996128988
1234.06526820903,1233.98778762692,1233.99808020100,1233.99840217532,1233.99999654454
1231.93760960022,1234.04817390193,1234.01236041328,1234.00127793116,1234.00021988194
1233.57972472430,1233.94346738813,1233.99725426538,1233.99806720299,1234.00012490751
1232.48067113048,1234.13642278198,1233.99239514112,1234.00055213727,1233.99991499213
1234.05483242126,1234.05708925152,1234.01507725725,1233.99810478552,1233.99993219837
1234.62182987632,1233.96537991527,1234.00271544816,1234.00103784626,1234.00013548849
1233.79782465164,1234.00063941325,1234.00811143078,1233.99898225269,1234.00007162345
1232.67070718441,1233.90324087828,1234.00197823458,1233.99998426348,1233.99993124300
1233.60180336587,1233.86762356969,1233.99085034347,1234.00004607778,1234.00005984718
1233.69626359136,1234.03535640993,1234.00528255333,1233.99970383282,1234.00001460345
1234.99496049639,1233.93377979436,1234.01539660440,1233.99927174757,1233.99991060430
1233.69242201130,1233.97503793433,1234.00283707668,1233.99870601285,1233.99996151437
1234.37625781397,1233.88241394046,1233.98950511036,1233.99956599265,1233.99995254369
1233.79494332134,1233.88255371968,1234.00731827661,1234.00002775358,1234.00014441404
1233.35801288555,1234.02418150472,1233.99144239390,1234.00138588942,1234.00011161937
1232.58199628957,1233.93892773435,1234.02164846785,1234.00111163408,1234.00013133806
1233.11484818531,1233.90178573032,1233.99398084260,1233.99957133859,1233.99998448426
1233.91755152918,1234.17214983516,1234.00590913588,1234.00120448051,1234.00007005488
1234.20298983051,1234.01297293327,1233.99372228645,1234.00025535222,1233.99984123869
1234.86341348157,1233.99148365652,1233.99096518706,1233.99902971644,1234.00010202881
1231.67033513848,1234.09495443907,1234.02185690633,1233.99948837198,1233.99994930723
1233.42310605331,1233.97212776581,1234.00620012321,1233.99845614306,1234.00000048553
1233.53800042170,1233.84900400644,1233.98970852389,1234.00152095089,1234.00010004145
1234.80502185462,1233.98137333856,1233.99637503423,1234.00210111159,1233.99996604288
1234.69288321344,1233.94581927767,1234.00146648837,1234.00002840238,1234.00013631375
1235.29290823766,1234.00249011343,1234.02048005610,1233.99968879006,1233.99993364272
1235.01395438779,1233.98653401377,1234.01408114859,1234.00156869556,1234.00003724281
1232.60607797230,1234.04035208190,1233.99506948011,1233.99956183032,1233.99995886944
1234.36573578339,1234.00205935054,1234.00734583257,1234.00040368968,1234.00010437227
1234.11562391207,1234.03938559113,1234.00272401119,1234.00117656986,1234.00014267165
1232.95348899177,1234.02261032792,1234.00147179522,1234.00161134393,1234.00013939387
1232.18185408290,1233.93943787986,1233.97555404352,1234.00060376151,1234.00000901933
1234.31709964471,1233.96329035912,1234.02452882674,1234.00179894417,1234.00007118027
1235.15917999525,1233.98652473935,1233.99182052856,1233.99986746117,1233.99986841046
1233.00556644514,1233.99425059845,1234.00521653666,1234.00002733521,1233.99992362770
1233.82378508809,1233.99956655115,1234.00883895804,1234.00026980221,1234.00011206615
1234.55611897058,1233.88917189461,1233.99869475596,1234.00211987441,1233.99991630911
1235.03289018196,1233.65919984661,1233.99808985501,1233.99944085615,1234.00001712006
1233.39302547884,1234.06164904320,1233.99272114991,1234.00070097372,1234.00002608466
1230.95233788822,1234.04669324775,1234.00985042724,1234.00060592131,1233.99982191503
1231.91776017796,1233.95961686366,1233.97919593342,1233.99894188563,1234.00008078231
1234.05750877495,1234.11348718236,1233.99258635839,1234.00030927444,1234.00005239618
1233.35311338255,1233.98097955836,1234.00579998762,1234.00058880190,1234.00000748009
1234.11272998645,1234.05159697059,1234.00196234718,1234.00086513532,1233.99996485140
1234.58399245609,1234.18206039380,1234.00459116311,1233.99926020264,1233.99995204896
1234.29066215529,1234.05435429462,1234.00950548518,1233.99923762442,1234.00017684667
1235.03597731936,1233.95094156954,1234.01148800350,1233.99801534975,1233.99997088363
1234.44192460133,1233.87067766259,1234.00975256534,1234.00098359413,1234.00008477576
1234.33430174185,1233.84586381989,1233.98446233895,1234.00110239365,1234.00009480752
1232.15232194101,1234.01755363620,1234.00327730469,1233.99832850368,1234.00004629721
1233.72303821873,1233.83186558165,1233.99548940146,1233.99983949130,1233.99990582056
1234.39401827655,1234.21400608297,1233.99318666459,1234.00114001585,1233.99994812870
1234.78789609509,1233.88585405081,1234.00981295809,1234.00012093594,1233.99997308814
1233.62588909932,1234.00590585832,1233.98582906517,1233.99958459730,1234.00001539876
1234.61013983206,1233.94165337078,1234.00000991186,1234.00203061467,1233.99999284963
1235.34948638749,1233.90308265762,1233.99522646375,1234.00101923226,1233.99995087937
1233.63725452091,1233.80607885241,1234.00580663179,1233.99990926810,1234.00012589408
1234.11995511916,1234.06175314901,1233.98031158309,1233.99853535492,1233.99994540362
1232.73867567041,1234.08084268631,1234.00606687639,1234.00029670836,1234.00008657990
1235.05940900076,1234.00477714060,1234.00445683995,1234.00020394108,1234.00003541348
1233.66786214679,1233.91275559071,1233.98819018659,1233.99879375626,1234.00007596119
1233.54067582811,1234.02667580431,1234.01228525056,1234.00045465122,1234.00018023008
1234.06428219134,1233.77427552827,1233.99248411985,1233.99855808159,1234.00010102947
1232.52577520425,1234.11949769314,1233.99976935764,1233.99993896817,1234.00015762020
1235.07008908421,1234.03116608283,1233.99769058743,1233.99916219028,1234.00005208360
1235.22215228540,1234.14281078526,1233.99913077767,1233.99839149760,1233.99991802731
1234.16853509684,1233.99132412131,1234.00313606849,1234.00010332304,1234.00007322042
1233.93039733958,1234.06144122240,1234.01524588192,1234.00041230701,1234.00009196786
1235.32076439543,1234.10096431468,1234.00932390901,1234.00114381907,1233.99986426229
